index,Pay Grade / Step,Annual Salary,Class,Title,Current Department,Employment Status,EEO Job Category Description,Gender,Ethnic Code Description,Year of Birth,Date Started,FLSA Exempt?,County,Current_Year,Age,Age_Group,Started_Year,Year_Of_Service
2713,PS06B,110516.87,7355,Police Lieutenant,Police,Fulltime,Professionals,M,White,1986,2009-10-01,N,Davidson,2024,38,35-39,2009,15
2719,PS03,83841.45,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1971,2009-10-01,N,Davidson,2024,53,50-54,2009,15
2724,FD03,76225.4,11172,Advanced Emergency Med Tech,Fire,Fulltime,Technicians,M,Black,1970,2009-10-16,N,Davidson,2024,54,50-54,2009,15
2726,FD03A,78512.16,11172,Advanced Emergency Med Tech,Fire,Fulltime,Technicians,M,White,1983,2009-10-16,N,Davidson,2024,41,40-44,2009,15
2737,FD07A,92877.17,10940,EMS Captain-Paramedic,Fire,Fulltime,Protective service workers,M,White,1980,2009-10-16,N,Davidson,2024,44,40-44,2009,15
2738,OR11,130055.01,10887,Information Systems Advisor 3,Police,Fulltime,Officials and administrators,M,White,1977,2009-10-16,Y,Davidson,2024,47,45-49,2009,15
2740,FD03A,78512.16,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1984,2009-10-16,N,Davidson,2024,40,40-44,2009,15
2744,FD05A,84849.35,2534,Fire Inspector 2,Fire,Fulltime,Officials and administrators,F,White,1966,2009-10-16,N,Davidson,2024,58,55-59,2009,15
2745,FD05B,95417.67,11187,Paramedic,Fire,Fulltime,Technicians,M,White,1977,2009-10-16,N,Davidson,2024,47,45-49,2009,15
2748,TL17,74320.5,7787,Indust Tech Master,Water Services,Fulltime,Skilled craft workers,M,White,1961,2009-10-17,N,Davidson,2024,63,60-64,2009,15
2753,MAC11A,75981.3,11012,Data Specialist-MAC,Metro Action Commission,Fulltime,Professionals,F,White,1986,2009-10-19,Y,Davidson,2024,38,35-39,2009,15
2754,OR05,72154.29,7245,Admin Svcs Officer 4,NDOT,Fulltime,Professionals,F,White,1968,2009-10-27,Y,Davidson,2024,56,55-59,2009,15
2761,CO03,69548.92,6690,Correctional Officer Sergeant,Sheriff,Fulltime,Protective service workers,M,White,1976,2009-11-01,N,Davidson,2024,48,45-49,2009,15
2764,PS06B,110516.87,7355,Police Lieutenant,Police,Fulltime,Professionals,M,White,1982,2009-11-01,N,Davidson,2024,42,40-44,2009,15
2766,ST09,65588.44,11226,DCSO Distribution Center Coordinator,Sheriff,Fulltime,Administrative support,M,Black,1966,2009-11-01,N,Davidson,2024,58,55-59,2009,15
2769,PS05,97789.07,7366,Police Sergeant,Police,Fulltime,Technicians,M,White,1970,2009-11-01,N,Davidson,2024,54,50-54,2009,15
2771,ST07,55152.6,11023,Criminal Warrant Processor,Sheriff,Fulltime,Professionals,F,Black,1985,2009-11-01,N,Davidson,2024,39,35-39,2009,15
2773,CO02,65015.7,6981,Correctional Officer 2,Sheriff,Fulltime,Protective service workers,M,Black,1972,2009-11-01,N,Davidson,2024,52,50-54,2009,15
2775,PS09,193366.8,10154,Police Dpty Chief,Police,Fulltime,Officials and administrators,M,White,1986,2009-11-01,Y,Davidson,2024,38,35-39,2009,15
2777,MAC08B,62752.44,10236,Headstart Teacher 2,Metro Action Commission,Fulltime,Professionals,F,Black,1966,2009-11-02,Y,Davidson,2024,58,55-59,2009,15
2780,OR11,111373.52,10866,Assistant Public Defender 3,Public Defender,Fulltime,Professionals,M,White,1980,2009-11-18,Y,Davidson,2024,44,40-44,2009,15
2781,ST11,73639.07,7421,Zoning Examiner,Codes Administration,Fulltime,Officials and administrators,M,White,1964,2009-12-14,N,Davidson,2024,60,60-64,2009,15
2783,MAC12C,80318.68,11015,HR Business Partner-MAC,Metro Action Commission,Fulltime,Professionals,F,Black,1970,2009-12-14,Y,Davidson,2024,54,50-54,2009,15
2785,ST08,57060.32,10124,Office Support Spec 2,Police,Fulltime,Administrative support,M,White,1987,2010-01-01,N,Davidson,2024,37,35-39,2010,14
2786,OR07,105396.68,7242,Admin Svcs Mgr,Police,Fulltime,Officials and administrators,F,Black,1984,2010-01-01,Y,Davidson,2024,40,40-44,2010,14
2787,PS05,97789.07,7366,Police Sergeant,Police,Fulltime,Technicians,M,White,1969,2010-01-01,N,Davidson,2024,55,55-59,2010,14
2788,ET04,66873.03,10410,Emer Telecommunications Off 4,Emergency Communications,Fulltime,Administrative support,F,White,1965,2010-01-04,N,Davidson,2024,59,55-59,2010,14
2790,ST09,53816.4,6922,Property Stan Insp 1,Codes Administration,Fulltime,Officials and administrators,M,Black,1970,2010-01-11,N,Davidson,2024,54,50-54,2010,14
2791,ST09,63906.71,11222,DCSO SAAFE Coordinator,Sheriff,Fulltime,Administrative support,F,White,1987,2010-01-20,N,Davidson,2024,37,35-39,2010,14
2795,OR01,52418.54,7379,Program Spec 2,Health,Fulltime,Professionals,F,Black,1967,2010-02-01,N,Davidson,2024,57,55-59,2010,14
2808,PS06B,110516.87,7355,Police Lieutenant,Police,Fulltime,Professionals,M,Black,1983,2010-03-01,N,Davidson,2024,41,40-44,2010,14
2817,OR07,84158.48,4855,Library Mgr 3,Public Library,Fulltime,Professionals,M,White,1980,2010-03-22,Y,Davidson,2024,44,40-44,2010,14
2820,OR07,98687.68,7242,Admin Svcs Mgr,Assessor of Property,Fulltime,Officials and administrators,M,White,1966,2010-04-19,Y,Davidson,2024,58,55-59,2010,14
2821,TG09,48883.54,10849,Maintenance & Repair Worker Se,NDOT,Fulltime,Service/Maintenance,M,Black,1965,2010-04-20,N,Davidson,2024,59,55-59,2010,14
2822,PS03B,78961.57,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,Black,1977,2010-04-26,N,Davidson,2024,47,45-49,2010,14
2824,OR04,74869.26,7753,Professional Spec,Police,Fulltime,Professionals,F,White,1987,2010-05-01,Y,Davidson,2024,37,35-39,2010,14
2828,CA08,84032.0,10658,Technology Mgr-Conv Ctr Auth,Convention Center Authority,Fulltime,Officials and administrators,M,White,1971,2010-05-01,Y,Davidson,2024,53,50-54,2010,14
2831,OR12,121187.66,10867,Assistant Public Defender 4,Public Defender,Fulltime,Professionals,M,White,1984,2010-05-24,Y,Davidson,2024,40,40-44,2010,14
2832,MAC09A,70896.77,10239,Hlth Coord,Metro Action Commission,Fulltime,Professionals,F,Black,1961,2010-05-25,N,Davidson,2024,63,60-64,2010,14
2833,ST08,55518.19,220,Specialized Skills Instr,Parks,Fulltime,Professionals,M,White,1978,2010-05-28,N,Davidson,2024,46,45-49,2010,14
2834,TG14,58526.58,6186,Treatment Plant Tech 2,Water Services,Fulltime,Skilled craft workers,M,Black,1971,2010-05-28,N,Davidson,2024,53,50-54,2010,14
2837,ST08,55518.19,10850,Recreation Leader - Senior,Parks,Fulltime,Paraprofessionals,M,Black,1985,2010-06-04,N,Davidson,2024,39,35-39,2010,14
2838,CA09,117208.0,10628,Dir of Purchasing/DBE-Conv Ctr,Convention Center Authority,Fulltime,Professionals,F,Black,1977,2010-06-07,Y,Davidson,2024,47,45-49,2010,14
2839,PS03B,88871.94,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1985,2010-06-16,N,Davidson,2024,39,35-39,2010,14
2840,PS06B,110516.87,7355,Police Lieutenant,Police,Fulltime,Professionals,M,White,1986,2010-06-16,N,Davidson,2024,38,35-39,2010,14
2841,ST10,66873.03,6892,Specialized Skills Supv,Parks,Fulltime,Professionals,M,White,1979,2010-06-17,Y,Davidson,2024,45,45-49,2010,14
2844,OR01,58170.37,7243,Admin Svcs Officer 2,County Clerk,Fulltime,Professionals,F,White,1965,2010-06-30,N,Davidson,2024,59,55-59,2010,14
2845,TG07,44029.61,10832,Custodian,Parks,Fulltime,Service/Maintenance,F,Black,1961,2010-07-01,N,Davidson,2024,63,60-64,2010,14
2850,ST08,53976.05,7364,Police Operations Coord 2,Police,Fulltime,Administrative support,F,Black,1976,2010-07-16,N,Davidson,2024,48,45-49,2010,14
2852,ST11,61368.59,6848,Museum Mgr,Parks,Fulltime,Professionals,M,White,1983,2010-07-17,Y,Davidson,2024,41,40-44,2010,14
2853,OR07,98035.89,10743,Health Manager 2,Health,Fulltime,Professionals,F,Black,1975,2010-07-24,Y,Davidson,2024,49,45-49,2010,14
2854,OR04,70406.25,11200,Treasury Analyst,Finance,Fulltime,Professionals,F,Black,1988,2010-07-26,Y,Davidson,2024,36,35-39,2010,14
2860,FD05B,89940.3,7307,Fire Engineer,Fire,Fulltime,Technicians,M,White,1982,2010-08-01,N,Davidson,2024,42,40-44,2010,14
2866,FD07,82520.16,7305,Fire Captain,Fire,Fulltime,Professionals,M,White,1976,2010-08-01,N,Davidson,2024,48,45-49,2010,14
2867,FD05,82377.99,7307,Fire Engineer,Fire,Fulltime,Technicians,M,Black,1979,2010-08-01,N,Davidson,2024,45,45-49,2010,14
2872,FD05A,90016.67,7307,Fire Engineer,Fire,Fulltime,Technicians,M,Black,1982,2010-08-01,N,Davidson,2024,42,40-44,2010,14
2874,FD05,87394.81,7307,Fire Engineer,Fire,Fulltime,Technicians,M,White,1972,2010-08-01,N,Davidson,2024,52,50-54,2010,14
2882,OR03,60000.0,7244,Admin Svcs Officer 3,Codes Administration,Fulltime,Professionals,F,White,1953,2010-08-30,N,Davidson,2024,71,70-74,2010,14
2889,OR05,74392.98,10742,Health Manager 1,Health,Fulltime,Professionals,F,Black,1985,2010-09-10,Y,Davidson,2024,39,35-39,2010,14
2892,OR01,54175.85,7379,Program Spec 2,Public Library,Fulltime,Professionals,M,Black,1965,2010-09-13,N,Davidson,2024,59,55-59,2010,14
2893,OR02,60662.09,6034,Program Coord,Parks,Fulltime,Professionals,M,Black,1991,2010-09-15,Y,Davidson,2024,33,30-34,2010,14
2894,ST10,66873.03,7323,Librarian 2,Public Library,Fulltime,Professionals,F,White,1979,2010-09-20,Y,Davidson,2024,45,45-49,2010,14
2895,NS,55000.52,6506,Deputy Criminal Ct Clerk 5,Criminal Court Clerk,Fulltime,Administrative support,F,Two or more,1960,2010-09-20,N,Davidson,2024,64,60-64,2010,14
2896,ST11,71593.99,11046,Crime Scene Investigator 3,Police,Fulltime,Technicians,M,White,1966,2010-09-27,N,Davidson,2024,58,55-59,2010,14
2897,OR02,64230.36,6034,Program Coord,Health,Fulltime,Professionals,F,Hispanic,1973,2010-10-01,N,Davidson,2024,51,50-54,2010,14
2900,OR07,83234.68,6870,Plumbing Inspection Chief,Codes Administration,Fulltime,Officials and administrators,M,White,1954,2010-10-04,Y,Davidson,2024,70,70-74,2010,14
2901,ST07,42425.32,10123,Office Support Spec 1,Social Services,Fulltime,Administrative support,M,White,1982,2010-10-04,N,Davidson,2024,42,40-44,2010,14
2915,ST05,42809.8,11040,Office Support Rep,Social Services,Fulltime,Administrative support,F,White,1971,2010-10-25,N,Davidson,2024,53,50-54,2010,14
2916,OR09,132038.67,11083,Public Health Administrator 3,Health,Fulltime,Professionals,M,White,1956,2010-10-25,Y,Davidson,2024,68,65-69,2010,14
2919,OR03,67635.67,7244,Admin Svcs Officer 3,Sheriff,Fulltime,Professionals,M,Black,1989,2010-11-01,N,Davidson,2024,35,35-39,2010,14
2924,ST09,63906.71,10749,App Support Tech 1-DCSO,Sheriff,Fulltime,Administrative support,M,Black,1983,2010-11-01,N,Davidson,2024,41,40-44,2010,14
2926,ST08,60144.59,7143,Sheriff Case Worker 1,Sheriff,Fulltime,Professionals,F,Black,1978,2010-11-01,N,Davidson,2024,46,45-49,2010,14
2928,OR06,78937.08,7783,Info Systems App Analyst 3,Fire,Fulltime,Professionals,M,Two or more,1976,2010-11-08,Y,Davidson,2024,48,45-49,2010,14
2930,ST08,49349.63,11183,Library Associate,Public Library,Fulltime,Paraprofessionals,F,White,1956,2010-11-15,N,Davidson,2024,68,65-69,2010,14
2931,TG12,54118.08,10838,Equipment Operator Senior,NDOT,Fulltime,Service/Maintenance,M,White,1974,2010-11-15,N,Davidson,2024,50,50-54,2010,14
2934,ST09,58861.56,7241,Admin Asst,Juvenile Court,Fulltime,Administrative support,F,Black,1959,2010-12-13,N,Davidson,2024,65,65-69,2010,14
2936,OR03,66436.76,7244,Admin Svcs Officer 3,Sheriff,Fulltime,Professionals,F,White,1956,2010-12-21,N,Davidson,2024,68,65-69,2010,14
2937,OR03,65541.51,7244,Admin Svcs Officer 3,Human Resources,Fulltime,Professionals,F,Black,1979,2010-12-25,N,Davidson,2024,45,45-49,2010,14
2940,OR06,87887.6,10722,Crime Lab Forensic Scientist 3,Police,Fulltime,Professionals,F,White,1986,2011-01-01,N,Davidson,2024,38,35-39,2011,13
2943,OR05,79721.61,6123,Historic Preservationist 1,Historical Commission,Fulltime,Professionals,F,White,1976,2011-01-10,Y,Davidson,2024,48,45-49,2011,13
2945,ST09,62224.99,6910,Mech/Gas Inspector 1,Codes Administration,Fulltime,Officials and administrators,M,White,1961,2011-01-10,N,Davidson,2024,63,60-64,2011,13
2948,OR05,85709.68,7245,Admin Svcs Officer 4,Police,Fulltime,Professionals,F,Black,1986,2011-01-16,N,Davidson,2024,38,35-39,2011,13
2949,ST08,53976.05,11274,Utility Customer Care Agent 2,Water Services,Fulltime,Technicians,F,Black,1967,2011-01-22,N,Davidson,2024,57,55-59,2011,13
2950,OR01,58772.15,7379,Program Spec 2,Health,Fulltime,Professionals,F,Black,1987,2011-01-24,N,Davidson,2024,37,35-39,2011,13
2951,ST06,45387.85,6485,Outreach Worker,Health,Fulltime,Paraprofessionals,F,Hispanic,1977,2011-01-27,N,Davidson,2024,47,45-49,2011,13
2956,OR03,62178.84,7244,Admin Svcs Officer 3,County Clerk,Fulltime,Professionals,F,White,1964,2011-02-07,N,Davidson,2024,60,60-64,2011,13
2957,OR06,75222.45,11181,Human Resources Analyst Senior,Human Resources,Fulltime,Professionals,F,Black,1952,2011-02-07,Y,Davidson,2024,72,70-74,2011,13
2959,OR07,113229.2,10844,Juvenile Court Magistrate 1,Juvenile Court,Fulltime,Officials and administrators,F,White,1977,2011-02-07,Y,Davidson,2024,47,45-49,2011,13
2962,OR08,93045.28,7234,Information Systems Advisor 1,Information Technology Services,Fulltime,Officials and administrators,F,White,1987,2011-02-14,Y,Davidson,2024,37,35-39,2011,13
2963,OR04,72688.6,7753,Professional Spec,Police,Fulltime,Professionals,F,Black,1985,2011-02-16,Y,Davidson,2024,39,35-39,2011,13
2964,TL11,58904.49,10847,Maintenance & Repair Leader,Parks,Fulltime,Service/Maintenance,M,Black,1964,2011-02-25,N,Davidson,2024,60,60-64,2011,13
2974,PS05B,97706.11,7366,Police Sergeant,Police,Fulltime,Technicians,M,White,1973,2011-03-01,N,Davidson,2024,51,50-54,2011,13
2982,NS,60000.0,7791,Judicial Asst 2,State Trial Courts,Fulltime,Protective service workers,F,White,1968,2011-03-01,N,Davidson,2024,56,55-59,2011,13
2983,OR05,79295.44,7245,Admin Svcs Officer 4,NDOT,Fulltime,Professionals,M,White,1988,2011-03-07,N,Davidson,2024,36,35-39,2011,13
2985,NS,55286.57,6506,Deputy Criminal Ct Clerk 5,Criminal Court Clerk,Fulltime,Administrative support,M,White,1951,2011-03-28,N,Davidson,2024,73,70-74,2011,13
2988,OR07,85731.72,7242,Admin Svcs Mgr,Water Services,Fulltime,Officials and administrators,M,Black,1971,2011-04-11,Y,Davidson,2024,53,50-54,2011,13
2989,ST11,67503.83,7720,Admin Spec,Assessor of Property,Fulltime,Administrative support,F,Black,1988,2011-04-29,N,Davidson,2024,36,35-39,2011,13
2991,TS05,56962.29,5460,Custodial Svcs Supv,Parks,Fulltime,Service/Maintenance,M,Black,1962,2011-05-01,N,Davidson,2024,62,60-64,2011,13
2992,OR08,125108.64,7234,Information Systems Advisor 1,Police,Fulltime,Officials and administrators,M,White,1972,2011-05-01,Y,Davidson,2024,52,50-54,2011,13
2994,ST10,61301.07,11058,Security Officer 4-DCSO,Sheriff,Fulltime,Protective service workers,M,Black,1967,2011-05-09,N,Davidson,2024,57,55-59,2011,13
2996,TS16,86832.15,7786,Indust Maint Supv 2,Water Services,Fulltime,Technicians,M,White,1972,2011-05-15,Y,Davidson,2024,52,50-54,2011,13
2999,FD05A,84849.35,7307,Fire Engineer,Fire,Fulltime,Technicians,M,Black,1964,2011-05-16,N,Davidson,2024,60,60-64,2011,13
3000,FD05,87394.81,7307,Fire Engineer,Fire,Fulltime,Technicians,M,White,1976,2011-05-16,N,Davidson,2024,48,45-49,2011,13
3001,FD05A,92717.17,7307,Fire Engineer,Fire,Fulltime,Technicians,M,White,1984,2011-05-16,N,Davidson,2024,40,40-44,2011,13
3003,FD05B,87320.68,7307,Fire Engineer,Fire,Fulltime,Technicians,M,White,1982,2011-05-16,N,Davidson,2024,42,40-44,2011,13
3008,FD07B,98449.8,7305,Fire Captain,Fire,Fulltime,Professionals,M,Black,1989,2011-05-16,N,Davidson,2024,35,35-39,2011,13
3009,PS05,92175.57,7366,Police Sergeant,Police,Fulltime,Technicians,M,White,1982,2011-05-16,N,Davidson,2024,42,40-44,2011,13
3011,FD05B,92638.51,7307,Fire Engineer,Fire,Fulltime,Technicians,M,White,1988,2011-05-16,N,Davidson,2024,36,35-39,2011,13
3014,FD06B,95278.31,10839,Fire Arson Investigator,Fire,Fulltime,Officials and administrators,M,Black,1985,2011-05-16,N,Davidson,2024,39,35-39,2011,13
3018,FD06B,95278.31,10839,Fire Arson Investigator,Fire,Fulltime,Officials and administrators,M,Black,1978,2011-05-16,N,Davidson,2024,46,45-49,2011,13
3028,FD05,90016.65,7307,Fire Engineer,Fire,Fulltime,Technicians,M,White,1981,2011-05-16,N,Davidson,2024,43,40-44,2011,13
3029,TG09,47459.75,10849,Maintenance & Repair Worker Se,Parks,Fulltime,Service/Maintenance,M,White,1972,2011-05-16,N,Davidson,2024,52,50-54,2011,13
3034,OR06,79395.13,11181,Human Resources Analyst Senior,Human Resources,Fulltime,Professionals,M,White,1990,2011-05-16,Y,Davidson,2024,34,30-34,2011,13
3035,FD07A,98533.39,7305,Fire Captain,Fire,Fulltime,Professionals,M,White,1981,2011-05-16,N,Davidson,2024,43,40-44,2011,13
3036,FD05B,95417.67,7307,Fire Engineer,Fire,Fulltime,Technicians,M,White,1984,2011-05-16,N,Davidson,2024,40,40-44,2011,13
3043,FD05B,89940.3,7307,Fire Engineer,Fire,Fulltime,Technicians,M,White,1983,2011-05-16,N,Davidson,2024,41,40-44,2011,13
3047,CO02,66873.03,6981,Correctional Officer 2,Sheriff,Fulltime,Protective service workers,M,Black,1977,2011-05-23,N,Davidson,2024,47,45-49,2011,13
3051,FD03,67725.28,7309,Fire Fighter 2,Fire,Fulltime,Protective service workers,M,White,1992,2011-05-23,N,Davidson,2024,32,30-34,2011,13
3056,OR02,60662.09,6034,Program Coord,Parks,Fulltime,Professionals,M,Two or more,1991,2011-05-27,Y,Davidson,2024,33,30-34,2011,13
3057,OR08,97520.16,7234,Information Systems Advisor 1,Information Technology Services,Fulltime,Officials and administrators,F,Native,1978,2011-05-30,Y,Davidson,2024,46,45-49,2011,13
3059,ST07,50910.18,6880,Recreation Leader,Parks,Fulltime,Paraprofessionals,F,Black,1981,2011-06-03,N,Davidson,2024,43,40-44,2011,13
3061,ST10,66873.03,10955,Utility Compliance Inp 2,Water Services,Fulltime,Technicians,M,White,1962,2011-06-12,N,Davidson,2024,62,60-64,2011,13
3064,OR05,87656.13,7245,Admin Svcs Officer 4,Water Services,Fulltime,Professionals,F,White,1958,2011-06-16,Y,Davidson,2024,66,65-69,2011,13
3065,TG07,44029.61,10832,Custodian,Parks,Fulltime,Service/Maintenance,M,White,1989,2011-06-17,N,Davidson,2024,35,35-39,2011,13
3067,ST06,45387.85,11041,Office Support Rep Sr,Election Commission,Fulltime,Administrative support,F,White,1952,2011-06-22,N,Davidson,2024,72,70-74,2011,13
3071,PS06B,110516.87,7355,Police Lieutenant,Police,Fulltime,Professionals,M,White,1988,2011-07-01,N,Davidson,2024,36,35-39,2011,13
3075,PS03B,88871.94,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1986,2011-07-01,N,Davidson,2024,38,35-39,2011,13
3076,PS05B,97706.11,7366,Police Sergeant,Police,Fulltime,Technicians,M,White,1983,2011-07-01,N,Davidson,2024,41,40-44,2011,13
3077,PS06B,110516.87,7355,Police Lieutenant,Police,Fulltime,Professionals,M,White,1989,2011-07-01,N,Davidson,2024,35,35-39,2011,13
3079,PS03A,86356.69,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,Asian,1986,2011-07-01,N,Davidson,2024,38,35-39,2011,13
3084,PS03,83841.45,7356,Police Officer 2,Police,Fulltime,Protective service workers,M,White,1986,2011-07-01,N,Davidson,2024,38,35-39,2011,13
3087,OR01,57556.5,7243,Admin Svcs Officer 2,County Clerk,Fulltime,Professionals,M,Black,1958,2011-07-05,N,Davidson,2024,66,65-69,2011,13
3088,TG14,60282.37,6186,Treatment Plant Tech 2,Water Services,Fulltime,Skilled craft workers,M,Black,1951,2011-07-09,N,Davidson,2024,73,70-74,2011,13
3089,OR04,79421.32,7753,Professional Spec,Police,Fulltime,Professionals,M,White,1986,2011-07-16,Y,Davidson,2024,38,35-39,2011,13
3092,ST10,72445.0,7323,Librarian 2,Public Library,Fulltime,Professionals,F,White,1982,2011-07-25,N,Davidson,2024,42,40-44,2011,13
3093,TG12,54118.08,10838,Equipment Operator Senior,Water Services,Fulltime,Service/Maintenance,M,White,1966,2011-07-25,N,Davidson,2024,58,55-59,2011,13
3094,OR07,110168.77,7242,Admin Svcs Mgr,Water Services,Fulltime,Officials and administrators,M,Black,1957,2011-07-30,Y,Davidson,2024,67,65-69,2011,13
3096,OR11,153442.46,10845,Juvenile Court Magistrate 2,Juvenile Court,Fulltime,Officials and administrators,F,White,1972,2011-08-01,Y,Davidson,2024,52,50-54,2011,13
3097,OR04,79621.64,7753,Professional Spec,Police,Fulltime,Professionals,F,White,1986,2011-08-01,Y,Davidson,2024,38,35-39,2011,13
3098,NS,46000.0,6506,Deputy Criminal Ct Clerk 5,Criminal Court Clerk,Fulltime,Administrative support,F,Black,1967,2011-08-05,N,Davidson,2024,57,55-59,2011,13
3099,CO04,71920.89,7145,Correctional Officer Lieut,Sheriff,Fulltime,Protective service workers,M,Black,1979,2011-08-08,Y,Davidson,2024,45,45-49,2011,13
3106,OR09,97076.6,7416,Treatment Plant Mgr,Water Services,Fulltime,Professionals,M,Black,1975,2011-08-20,Y,Davidson,2024,49,45-49,2011,13
